baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_1	n_2	n_3	n_4	n_5	n_6	t_7	t_8	t_9	t_10	t_11	t_12	n_1.1	n_2.1	n_3.1	n_4.1	n_5.1	n_6.1	t_7.1	t_8.1	t_9.1	t_10.1	t_11.1	t_12.1	Certeza	DE
SLC25A4	645.194328206797	0.374444177928572	0.347648165119337	1.07707796415389	0.281445436659595	0.432293901425636	986	882	2121	474	976	1274	825	286	652	320	57	724	764.449530597365	751.941220135096	1041.45372240518	448.653668434238	609.823790225132	756.438770017884	746.705720085184	296.318449223891	635.990283968	290.49961970739	490.222370298389	909.834793383817	56.77	DOWN_t_UP_n
ILKAP	432.630002908774	-0.30686363576959	0.28495833506515	-1.07687194234705	0.281537479409713	0.432386965640189	474	552	736	372	656	623	389	709	349	575	32	506	367.493993410904	470.602668383869	361.39082493645	352.107942315478	409.88156392181	369.906871052701	352.083060743196	734.579652096988	340.430382062626	521.991504161717	275.212558764008	635.879013055541	56.76	UP_t_DOWN_n
TWISTNB	324.312651374887	-0.399163718400731	0.370848777789378	-1.07635171613653	0.281769987697534	0.43269571278798	399	456	566	235	411	382	255	184	743	280	32	425	309.346209643356	388.75872605624	277.917400698411	222.43378076381	256.800796908329	226.81288080599	230.799949844511	190.638442857328	724.755799061693	254.187167243967	275.212558764008	534.088103850998	56.73	UP_t_DOWN_n
UBE2D2	1275.61689530203	-0.370462634105044	0.34425056222796	-1.07614242285457	0.281863565322147	0.432791068075903	1403	1776	2517	977	1729	1412	1269	1037	1173	1145	117	2557	1087.75120834493	1514.11293306114	1235.89769886555	924.756611941456	1080.31284149514	838.37640758654	1148.56916216739	1074.41339806005	1144.19724400991	1039.44395176551	1006.2459179809	3213.32536834589	56.72	UP_t_DOWN_n
NUP98	1262.06969987864	0.355520538912731	0.330629515982756	1.0752837291492	0.282247718597872	0.433285251707657	1503	2442	3586	1108	1941	2094	1767	1733	755	1006	69	791	1165.28158670166	2081.90528295907	1760.79823128004	1048.7516131332	1212.77456642109	1243.31458745483	1599.30788774608	1795.52402973777	736.461141711411	913.258179455108	593.427079834892	994.032212108563	56.67	DOWN_t_UP_n
USP3	587.241162490493	-0.383446257353291	0.356600615199507	-1.07528209714042	0.282248449046488	0.433285251707657	588	620	987	469	975	882	690	966	290	340	130	530	455.878624737577	528.57546086594	484.636880723201	443.921034800965	609.198970767934	523.68837924315	624.517511343972	1000.85182500097	282.879114034847	308.655845939102	1118.05101997878	666.03928244948	56.67	UP_t_DOWN_n
FZD3	133.165098814125	-0.489127575987481	0.455018761468174	-1.07496133655951	0.282392038798031	0.433457275274289	133	71	125	147	107	389	333	77	107	147	24	88	103.115403214452	60.5304156798093	61.3775178220872	139.139428818213	66.8556819201733	230.96913778411	301.397581561656	79.7780440218167	104.37263862665	133.448262803082	206.409419073006	110.587654444442	56.65	UP_t_DOWN_n
POLD2	656.214827785815	-0.481332509438309	0.447822737659296	-1.07482820536126	0.282451650050623	0.433500372138652	781	579	1093	564	836	1011	640	278	2250	759	42	374	605.512254966067	493.621277163515	536.685015836331	533.841073833143	522.349066217429	600.282257839937	579.262619217597	288.029821273572	2194.75174682209	689.028785493466	361.21648337776	469.997531388878	56.65	UP_t_DOWN_n
ERI3	423.987270394127	-0.28386854527108	0.264173032398942	-1.07455534992835	0.282573851333458	0.433639510413156	514	440	731	479	599	584	406	383	777	531	32	399	398.506144753596	375.118069001635	358.935724223566	453.38630206751	374.266854861531	346.750582174603	367.469724066163	396.818063121504	757.920936569227	482.047806451951	275.212558764008	501.414478674231	56.64	UP_t_DOWN_n
EVI5L	213.659840923137	0.476240942271132	0.443571617038069	1.07365062140633	0.282979300280236	0.434116330872939	364	316	596	209	386	321	197	67	129	275	48	43	282.2105772185	269.402976828447	292.648004975712	197.824085870793	241.180310478382	190.594069996657	178.304274977917	69.4172590839184	125.832433484466	249.648110686039	412.818838146012	54.0371493308068	56.59	DOWN_t_UP_n
REXO2	606.616599173913	-0.364964545169931	0.339910406261911	-1.07370806673308	0.282953544768897	0.434116330872939	844	627	956	471	988	779	743	281	958	475	68	940	654.356393330808	534.54324832733	469.415256303323	445.814088254274	617.321623711507	462.532026565095	672.487696997929	291.138056754941	934.476521535804	431.210373003157	584.826687373517	1181.27721792927	56.59	UP_t_DOWN_n
SNX17	1170.93193307068	0.409287115807121	0.381165063492996	1.07377919701353	0.282921655833862	0.434116330872939	1801	1598	2784	1408	2325	1887	1293	741	1696	1001	23	1051	1396.32211420472	1362.36062332867	1367.00007693353	1332.70963112955	1452.70523798507	1120.40813110184	1170.29151038805	767.734163898262	1654.35509449345	908.71912289718	197.809026611631	1320.76846387623	56.59	DOWN_t_UP_n
OSM	26.8765009731309	-0.734497740383459	0.68426126447355	-1.07341709741316	0.283084016707117	0.434228517928223	26	50	48	4	49	6	42	19	60	46	0	32	20.15789837275	42.6270532956403	23.5689668436815	3.78610690661804	30.6161534026962	3.56250598124592	38.0141093861548	19.6854913820067	58.5267132485889	41.7593203329374	0	40.2136925252516	56.58	UP_t_DOWN_n
SCUBE2	142.884734332395	0.723135663831287	0.673773302613634	1.0732625662462	0.283153325740816	0.434286373865782	397	218	176	213	333	123	227	6	19	47	22	151	307.795602076221	185.853952368992	86.4195450934988	201.610192777411	208.064879246894	73.0313726155414	205.457210253741	6.21647096273896	18.5334591953865	42.667131644523	189.208634150255	189.758361603531	56.57	DOWN_t_UP_n
SELE	49.333495377036	0.734256379566763	0.684201420712013	1.07315822116046	0.283200132232817	0.434309707474848	95	204	116	14	74	10	34	24	45	14	4	60	73.6538594388942	173.918377446213	56.9583365388969	13.2513741731631	46.2366398326432	5.9375099687432	30.7733266459348	24.8658838509559	43.8950349364417	12.7093583621983	34.401569845501	75.4006734848467	56.57	DOWN_t_UP_n
MEGF8	433.419657744592	0.505183170690507	0.470825364184358	1.07297356752576	0.283282975896878	0.434388295555425	782	381	864	775	813	777	451	288	233	1025	22	71	606.287558749635	324.818146112779	424.241403186267	733.558213157245	507.978218701877	461.344524571347	408.1991269799	298.39060621147	227.278736448687	930.506594375235	189.208634150255	89.224130290402	56.56	DOWN_t_UP_n
TRIM41	457.170389553804	0.348401746631152	0.324747396339783	1.07283922999222	0.283343255881404	0.434432270644843	690	561	984	459	875	980	396	456	315	578	72	115	534.959610661442	478.275537977085	483.163820295471	434.45576753442	546.717025048146	581.875976936834	358.418745640888	472.451793168161	307.265244555092	524.714938096474	619.228257219017	144.517957512623	56.56	DOWN_t_UP_n
FAIM	198.968260536939	-0.455859019541483	0.424946585622643	-1.07274428119841	0.28338586657758	0.434446686204476	201	139	353	99	212	558	318	61	288	199	29	255	155.836060497029	118.50320816188	173.330110329574	93.7061459387965	132.461724925951	331.313056255871	287.821113923743	63.2007881211795	280.928223593227	180.654451005533	249.411381379882	320.452862310599	56.56	UP_t_DOWN_n
LSM6	271.946915564363	-0.405210944134727	0.377756562610129	-1.07267744426437	0.283415863961718	0.434446686204476	326	257	502	235	476	293	166	285	438	289	14	474	252.749033442942	219.103053939591	246.492111573502	222.43378076381	297.414061626191	173.969042084176	150.246241859564	295.282370730101	427.245006714699	262.357469048237	120.405494459253	595.665320530289	56.56	UP_t_DOWN_n
RHOT2	1355.1109314662	-0.456346525865805	0.42548667136909	-1.07252836944908	0.28348277864644	0.43445236990553	1392	1235	2168	1262	2419	1590	1089	2582	1682	1180	316	258	1079.22286672569	1052.88821640232	1064.53166910628	1194.51672903799	1511.43826696167	944.064085030169	985.651550512442	2675.15467096533	1640.69886140211	1071.217347671	2717.72401779458	324.222895984841	56.55	UP_t_DOWN_n
UBE2G1	476.651027532716	0.272476404388571	0.254044102413778	1.07255552008356	0.283470590840345	0.43445236990553	687	555	1185	571	782	878	569	291	613	332	38	429	532.63369931074	473.160291581608	581.858868953387	540.466760919725	488.608815528743	521.313375255653	515.000672398145	301.49884169284	597.947920356417	301.393355446417	326.814913532259	539.114815416654	56.55	DOWN_t_UP_n
PRR22	43.8914276563814	-0.591809436439763	0.551847264397572	-1.07241527614677	0.283533549574282	0.43448174183454	53	42	32	34	82	36	18	34	41	42	20	22	41.0911005290673	35.8067247683379	15.7126445624543	32.1819087062533	51.2351954902263	21.3750358874755	16.2917611654949	35.2266687888541	39.9932540532024	38.128075086595	172.007849227505	27.6469136111105	56.55	UP_t_DOWN_n
HLCS	298.302383106883	-0.289172020034901	0.269708884007649	-1.07216349620393	0.283646603152202	0.43460653739783	334	302	529	240	440	548	265	295	531	257	48	212	258.951463711481	257.467401905668	259.749655423073	227.166414397082	274.920561167068	325.375546287127	239.850928269786	305.643155667999	517.961412250012	233.307507077498	412.818838146012	266.415712979792	56.54	UP_t_DOWN_n
WDR90	515.637704421635	-0.485701442186626	0.453202321861004	-1.07170995989643	0.283850325861519	0.434870213932721	623	349	653	371	670	1178	376	594	920	682	121	83	483.014257162433	297.53683200357	320.636153102584	351.161415588823	418.62903632258	699.438674317949	340.316788790338	615.430625311157	897.409603145031	619.127314501376	1040.6474878264	104.304264987371	56.51	UP_t_DOWN_n
RHOT1	704.745548278933	-0.333448301908942	0.311183495658738	-1.07154880178678	0.283922739873274	0.434932683868721	767	736	1129	699	820	1337	568	528	1011	597	79	1149	594.658001996125	627.470224511826	554.361740969092	661.622181931502	512.351954902263	793.845082820966	514.095574555617	547.049444721029	986.175118238724	541.9633530166	679.431004448644	1443.92289723482	56.51	UP_t_DOWN_n
FAT1	1192.47509973353	-0.484513778147131	0.45238477320376	-1.07102141107853	0.284159802514497	0.435101894092982	1186	792	1906	1063	2389	1590	2302	1758	1421	932	20	1613	919.510287310827	675.212524202943	935.884391751186	1006.15791043374	1492.69368324574	944.064085030169	2083.53523349829	1821.42599208252	1386.10765877075	846.080142397774	172.007849227505	2027.02143885096	56.49	UP_t_DOWN_n
MYL12A	4110.07375988561	0.35203829341458	0.328673134535574	1.07108934812096	0.284129257231714	0.435101894092982	6224	6249	9892	4888	6473	6713	2859	3413	4077	2797	206	5763	4825.49074892292	5327.52912088913	4857.17125036869	4626.62263988724	4044.45634644189	3985.85044201731	2587.67473178611	3536.13589930468	3976.89016524162	2539.14823850491	1771.6808470433	7242.23468821953	56.49	DOWN_t_UP_n
TNFRSF19	483.261029281033	0.681203188115272	0.635981386575437	1.07110554254322	0.284121976359557	0.435101894092982	1004	556	932	323	885	1691	422	8	370	219	34	783	778.404998701577	474.012832647521	457.630772881482	305.728132709407	552.965219620125	1004.03293571448	381.951289546603	8.28862795031862	360.914731699632	198.810677237245	292.413343686758	983.97878897725	56.49	DOWN_t_UP_n
ZNF471	170.492744991066	0.662770816981857	0.618801852228645	1.07105499861524	0.28414470089037	0.435101894092982	237	151	367	385	273	341	60	66	83	26	62	44	183.746996705452	128.733700952834	180.204392325648	364.412789761986	170.575711815022	202.469089934143	54.3058705516497	68.3811805901286	80.9619533272147	23.6030941012255	533.224332605265	55.2938272222209	56.49	DOWN_t_UP_n
ACSL5	1392.99180601908	-0.473495474348976	0.442190886329628	-1.07079428587774	0.284261936777175	0.435128819208464	1230	1919	2750	1088	1864	1433	2295	1860	528	650	414	844	953.623653787788	1636.02630548668	1350.30539208592	1029.82107860011	1164.66346821685	850.845178520901	2077.1995486006	1927.10599844908	515.035076587583	590.077352530637	3560.56247900935	1060.63614035351	56.49	UP_t_DOWN_n
KCTD20	1082.2243810056	0.242282642220976	0.226266728052305	1.07078333746431	0.284266860716376	0.435128819208464	1431	1545	2506	1370	1826	1621	1201	1056	1357	924	71	776	1109.45971428482	1317.17594683529	1230.4964772972	1296.74161551668	1140.92032884333	962.470365933273	1087.02250887552	1094.09888944206	1323.67916463892	838.81765190509	610.627864757642	975.182043737351	56.49	DOWN_t_UP_n
SEC31B	253.863539116301	0.399714930050355	0.37329632244673	1.07077114349926	0.284272344897884	0.435128819208464	369	275	628	329	431	534	230	426	170	131	34	74	286.087096136337	234.448793126022	308.360649538166	311.407293069334	269.297186052287	317.063032330887	208.172503781324	441.369438354466	165.825687537669	118.923281817713	292.413343686758	92.9941639646443	56.49	DOWN_t_UP_n
SORCS2	173.959973474132	0.542840880285871	0.50712968764408	1.07041826481839	0.2844310815345	0.43532332196112	296	214	391	147	397	414	369	180	72	23	18	67	229.489919935923	182.443788105341	191.988875747489	139.139428818213	248.053324507559	245.812912705968	333.981103892646	186.494128882169	70.2320558983067	20.8796601664687	154.807064304754	84.1974187247455	56.47	DOWN_t_UP_n
CWF19L1	380.502258613535	-0.35521194072121	0.331878758276522	-1.07030634490095	0.284481439384132	0.435333871487407	539	319	545	315	811	405	469	659	494	223	51	265	417.888739342779	271.960600026185	267.6059777043	298.155918896171	506.728579787482	240.4691537341	424.490888145395	682.775727407496	481.869939080049	202.441922483588	438.620015530137	333.01964122474	56.47	UP_t_DOWN_n
NOD1	678.162206744238	0.481850621905348	0.450217365008681	1.07026218745707	0.28450130948155	0.435333871487407	1135	1024	1379	883	1433	931	527	404	303	378	194	176	879.969794348894	873.002051494714	677.116776613266	835.783099635932	895.366282164564	552.782178089992	476.98656301199	418.57571149109	295.559901905374	343.152675779355	1668.4761375068	221.175308888884	56.47	DOWN_t_UP_n
ECHDC3	201.11629078096	0.48395051905306	0.452250267980191	1.07009448820107	0.284576779845025	0.435370053467353	420	199	541	162	304	472	136	77	135	66	52	149	325.627589098269	169.655672116649	265.641897133993	153.337329718031	189.945114988156	280.250470524679	123.093306583739	79.7780440218167	131.685104809325	59.9155465646493	447.220407991513	187.245005820703	56.46	DOWN_t_UP_n
SLC15A3	526.877732031982	0.615739594987064	0.575458350566126	1.06999854008776	0.284619965847901	0.435370053467353	759	613	1652	652	1259	855	916	305	128	1158	10	65	588.455571727587	522.60767340455	811.165275536705	617.13542577874	786.647696612133	507.657102327544	829.069623755186	316.003940605897	124.856988263656	1051.24549881612	86.0039246137524	81.6840629419173	56.46	DOWN_t_UP_n
ZNF616	154.86706648521	-0.409148544783609	0.382382082438133	-1.0699992587906	0.284619642345089	0.435370053467353	192	153	264	182	134	206	104	63	215	214	38	144	148.858326444923	130.438783084659	129.629317640248	172.267864251121	83.7258072645161	122.31270535611	94.1301756228595	65.2729451087591	209.72072247411	194.271620679317	326.814913532259	180.961616363632	56.46	UP_t_DOWN_n
RBM33	888.601603379781	0.341030837005522	0.31874885817812	1.06990449771259	0.284662298385528	0.435386361360241	1086	1249	1559	1217	1611	1873	793	1061	455	890	146	315	841.979908954096	1064.8237913251	765.500402277072	1151.92302633854	1006.58414554579	1112.0956171456	717.742589124304	1099.27928191101	443.827575468466	807.952067311179	1255.65729936079	395.853535795445	56.46	DOWN_t_UP_n
CANX_1	158.334468004466	-0.501808148969735	0.469126858046738	-1.06966407990169	0.284770540197486	0.435503461574685	114	208	342	84	181	281	85	174	333	179	4	261	88.3846313266731	177.328541709864	167.928888761231	79.5082450389788	113.092321752817	166.844030121684	76.9333166148371	180.27765791943	324.823258529669	162.498224773821	34.401569845501	327.992929659083	56.45	UP_t_DOWN_n
HACE1	213.031280409236	0.373451688368487	0.349185630874347	1.06949328766301	0.284847451835642	0.435572627406515	332	292	475	297	287	398	139	63	209	204	28	238	257.400856144346	248.94199124654	233.234567723931	281.118437816389	179.323184215792	236.312896755979	125.808600111322	65.2729451087591	203.868051149251	185.193507563461	240.810988918507	299.089338156559	56.44	DOWN_t_UP_n
ITGAX	999.352441859527	-0.651494945997197	0.609560810838802	-1.06879401433417	0.285162497083093	0.436005877811287	441	921	1696	280	2424	1564	1428	2519	323	2715	52	155	341.908968553183	785.190321705695	832.770161810079	265.027483463263	1514.56236424766	928.626559111436	1292.47971912926	2609.88172585657	315.06880632157	2464.70771095489	447.220407991513	194.785073169187	56.4	UP_t_DOWN_n
DPT	469.112254446718	0.597276239701634	0.558954541780193	1.06855959663444	0.28526816255265	0.436113204497696	917	764	770	643	1325	373	292	310	204	1197	4	259	710.953569531221	651.341374357384	378.085509784057	608.61668523885	827.885780787193	221.469121834121	264.288570018029	321.184333074846	198.990825045202	1086.65013996796	34.401569845501	325.479573876255	56.39	DOWN_t_UP_n
PAFAH2	291.787623913823	-0.385314431324168	0.36061330793849	-1.06849753695139	0.285296140834202	0.436113204497696	362	255	454	280	331	551	252	710	184	276	34	235	280.659969651365	217.397971807766	222.923144729821	265.027483463263	206.815240332499	327.15679927775	228.084656316929	735.615730590777	179.481920629006	250.555921997624	292.413343686758	295.319304482316	56.39	UP_t_DOWN_n
MIIP	312.481584094479	-0.371457362852758	0.347703965952703	-1.06831500134021	0.285378443866652	0.436163500514821	320	359	526	255	598	342	286	546	327	441	52	102	248.097210741538	306.062242662698	258.276594995343	241.3643152969	373.642035404333	203.062840931017	258.857982962864	565.698857609246	318.97058720481	400.344788409247	447.220407991513	128.181144924239	56.38	UP_t_DOWN_n
ZHX1	513.251042739607	0.328639206476417	0.307632856146554	1.06828383220502	0.285392499245713	0.436163500514821	714	673	1308	764	616	926	618	198	395	460	55	550	553.566901467058	573.760137359319	642.254346490321	723.146419164045	384.888785633895	549.81342310562	559.350466681992	205.143541770386	385.300862219877	417.593203329374	473.021585375638	691.172840277762	56.38	DOWN_t_UP_n
TRMO	213.654550552418	-0.430773806740347	0.403600470166551	-1.06732731644882	0.28582405708414	0.436774490077331	181	187	372	161	338	405	176	508	110	148	40	164	140.329984825683	159.425179325695	182.659493038532	152.390802991376	211.188976532884	240.4691537341	159.297220284839	526.327874845232	107.29897428908	134.356074114668	344.01569845501	206.095174191914	56.32	UP_t_DOWN_n
PPP3R1	960.335331713797	-0.284918946657972	0.267008460347707	-1.06707834758098	0.285936458391117	0.436897687396097	1041	1239	2011	988	1147	1178	1046	651	1538	1043	94	1150	807.091238693567	1056.29838066597	987.441506721739	935.168405934656	716.66791740597	699.438674317949	946.73234328376	674.487099457177	1500.2347496055	946.847197983775	808.436891369273	1445.17957512623	56.31	UP_t_DOWN_n
ADA	135.625937617706	-0.541528749538971	0.507648465537931	-1.06673965608295	0.286089414482631	0.437082816280588	66	190	404	46	254	92	255	247	171	188	4	80	51.1700497154423	161.982802523433	198.372137600986	43.5402294261075	158.704142128262	54.6250917124374	230.799949844511	255.911387966087	166.801132758479	170.668526578092	34.401569845501	100.534231313129	56.29	UP_t_DOWN_n
FAM20B	937.542506859042	0.266741838769531	0.250139623335558	1.06637179353109	0.286255607099638	0.43727423917384	1217	1284	2276	1251	1261	1712	945	567	803	1475	100	542	943.544704601414	1094.66272863204	1117.56184450456	1184.10493504479	787.897335526528	1016.50170664884	855.317461188483	587.456505978832	783.282512310282	1339.02168458875	860.039246137524	681.119417146449	56.27	DOWN_t_UP_n
SDK2	53.83942421368	-0.495482167271207	0.464664887368903	-1.06632151630135	0.286278326366811	0.43727423917384	52	64	99	16	115	72	106	105	58	43	2	44	40.3157967455	54.5626282184196	48.6109941150931	15.1444276264722	71.8542375777564	42.750071774951	95.9403713079145	108.788241847932	56.5758228069693	39.0358863981806	17.2007849227505	55.2938272222209	56.27	UP_t_DOWN_n
GS1-124K5.11	361.47300096032	-0.33159495026982	0.310991484415608	-1.06625090038375	0.28631023833409	0.437274396886873	332	509	656	290	449	561	292	287	310	351	87	402	257.400856144346	433.943402549619	322.109213530314	274.492750729808	280.543936281849	333.094309246493	264.288570018029	297.35452771768	302.388018451043	318.641770366544	748.234144139646	505.184512348473	56.27	UP_t_DOWN_n
CBLL1	371.352480236432	0.247224247530634	0.231892746158763	1.0661146224961	0.286371830328404	0.437319879085155	528	550	835	431	610	595	337	240	441	395	28	352	409.360397723538	468.897586252044	410.001819051543	407.953019188094	381.139868890708	353.28184314022	305.017972931766	248.658838509559	430.171342377129	358.58546807631	240.810988918507	442.350617777768	56.27	DOWN_t_UP_n
CNPY4	108.267665767052	0.364936547559041	0.342373525264967	1.06590177285645	0.286468047506494	0.437321071523794	183	68	242	191	214	174	71	99	122	142	8	63	141.880592392817	57.9727924820709	118.826874503561	180.786604791011	133.711363840347	103.312673456132	64.2619468194522	102.571770885193	119.004316938798	128.909206245154	68.8031396910019	79.1707071590891	56.27	DOWN_t_UP_n
FOXC1	193.663162159784	-0.724991684979815	0.680130677211204	-1.0659593946748	0.286441997814893	0.437321071523794	93	216	228	227	90	404	44	24	587	595	8	158	72.1032518717596	184.148870237166	111.952592507487	214.861566950574	56.2337511478093	239.875402737225	39.8243050712098	24.8658838509559	572.586344615362	540.147730393429	68.8031396910019	198.55510684343	56.27	UP_t_DOWN_n
RNF149	1539.24730611658	-0.301288500330687	0.282637907128168	-1.0659875859966	0.28642925365525	0.437321071523794	1616	1818	2161	969	3007	2703	1565	2102	1018	1686	261	1467	1252.89091424477	1549.91965782948	1061.09452810824	917.18439812822	1878.83210779403	1604.90894455129	1416.47812355553	2177.83699394622	993.003234784392	1530.56987133331	2244.70243241894	1843.5464667045	56.27	UP_t_DOWN_n
KIF7	53.9607386018715	0.540995385504474	0.50776382171377	1.06544689158543	0.286673746560847	0.43758649722096	57	70	101	98	150	78	42	21	67	101	4	8	44.1923156633365	59.6778746138965	49.5930344002465	92.759619212142	93.7229185796822	46.312577756197	38.0141093861548	21.7576483695864	65.3548297942577	91.6889424701451	34.401569845501	10.0534231313129	56.24	DOWN_t_UP_n
CCNK	81.3063547363793	0.413194850880658	0.387859666860494	1.06532049136544	0.286730922928755	0.437625180137847	93	160	224	98	117	130	133	37	72	107	6	29	72.1032518717596	136.406570546049	109.98851193718	92.759619212142	73.1038764921521	77.1876295936616	120.378013056157	38.3349042702236	70.2320558983067	97.1358103396586	51.6023547682515	36.4436588510093	56.24	DOWN_t_UP_n
CEP104	431.222662400997	0.433490974921359	0.407033044057727	1.06500192367644	0.286875059235385	0.437796562978334	623	600	986	606	547	941	415	159	276	509	95	106	483.014257162433	511.524639547684	484.145860580624	573.595196352633	341.776243087241	558.719688058735	375.615604648911	164.736480512583	269.222880943509	462.075957597068	817.037283830648	133.207856489896	56.22	DOWN_t_UP_n
ARL6IP4	1518.09903204353	-0.299652622816577	0.281389744713559	-1.0649024296234	0.286920085453824	0.437816673852117	1821	1537	2934	1429	2498	1840	1735	1865	2932	1157	178	879	1411.82818987607	1310.35561830798	1440.65309832003	1352.58669238929	1560.79900408031	1092.50183424875	1570.3447567852	1932.28639091803	2860.00538741438	1050.33768750453	1530.86985812479	1104.619866553	56.22	UP_t_DOWN_n
PCGF5	1031.22975958031	0.340597468928006	0.31995194993203	1.06452693599886	0.287090058770281	0.438027418192569	1209	1423	3070	1418	1543	1610	1062	1104	547	604	80	1257	937.342274332875	1213.16593679392	1507.43183771046	1342.17489839609	964.096422456331	955.939104967655	961.2139087642	1143.83065714397	533.568535782969	548.318032197699	688.031396910019	1579.64410950754	56.2	DOWN_t_UP_n
ZGLP1	45.9866591587849	-0.67749074712892	0.636528028193912	-1.06435336249251	0.287168652616913	0.438098709080535	42	21	58	65	67	36	17	24	72	64	20	6	32.5627589098269	17.9033623841689	28.4791682694485	61.5242372325431	41.862903632258	21.3750358874755	15.3866633229674	24.8658838509559	70.2320558983067	58.0999239414781	172.007849227505	7.54006734848467	56.19	UP_t_DOWN_n
YKT6	1003.09359798345	-0.359158582455586	0.337563273115621	-1.06397410814466	0.287340428994889	0.43831212576484	1169	1084	2069	821	1625	1084	1414	743	2047	1634	72	482	906.330122990183	924.154515449483	1015.92067499119	777.098442583352	1015.33161794656	643.626080611763	1279.80834933388	769.806320885842	1996.73636699769	1483.36368313086	619.228257219017	605.718743661602	56.17	UP_t_DOWN_n
PCNX4	696.562565006026	-0.322213613813868	0.302877834281041	-1.06384019345201	0.287401099787729	0.438356032262499	848	644	1135	588	851	1424	606	459	614	734	151	854	657.457608465077	549.036446447848	557.307861824552	556.557715272852	531.721358075397	845.501419549032	548.489292571662	475.560028649531	598.923365577227	666.333502703827	1298.65926166766	1073.20291926765	56.16	UP_t_DOWN_n
TMEM119	290.868700056118	0.542184467874651	0.509749030502916	1.06363020904568	0.287496251789423	0.438452515348259	523	427	680	238	862	357	355	158	138	679	4	112	405.483878805702	364.035035144768	333.893696952154	225.273360943773	538.594372104574	211.969105884132	321.309734097261	163.700402018793	134.611440471755	616.403880566619	34.401569845501	140.747923838381	56.15	DOWN_t_UP_n
ARL10	108.567270707181	0.445181111982026	0.41869324592733	1.06326317969622	0.287662617930461	0.438657571679429	109	84	246	241	166	218	57	44	132	80	21	68	84.5081124088365	71.6134495366758	120.790955073868	228.112941123737	103.720029894848	129.437717318602	51.5905770240672	45.5874537267524	128.758769146896	72.6249049268476	180.60824168888	85.4540966161596	56.13	DOWN_t_UP_n
SATB2	40.8607616873443	-0.869049734847942	0.81765212495228	-1.06285999672374	0.287845446541625	0.438887683408132	22	19	61	53	50	48	25	1	2	140	7	83	17.0566832384808	16.1982802523433	29.9522286971786	50.165916512689	31.2409728598941	28.5000478499674	22.6274460631874	1.03607849378983	1.95089044161963	127.093583621983	60.2027472296267	104.304264987371	56.11	UP_t_DOWN_n
IL12RB1	74.9838114093111	-0.665724623041039	0.626668628968486	-1.06232319964195	0.288088985846537	0.439210301478579	74	89	138	40	125	60	153	166	24	199	0	26	57.3724799839808	75.8761548662398	67.7607796755843	37.8610690661804	78.1024321497352	35.6250598124592	138.479969906707	171.989029969111	23.4106852994356	180.654451005533	0	32.6736251767669	56.08	UP_t_DOWN_n
BRAF	643.478039759102	0.391150344667618	0.368308017300719	1.06201963110743	0.288226773256378	0.439225523994616	688	1078	1562	795	1107	1164	482	358	245	502	146	485	533.409003094308	919.039269054006	766.973462704802	752.488747690335	691.675139118055	691.126160361708	436.257160098253	370.916100776758	238.984079098405	455.721278415969	1255.65729936079	609.488777335844	56.08	DOWN_t_UP_n
C7orf31	72.3034416572101	0.366697536282355	0.345268665293571	1.06206433755164	0.288206478557435	0.439225523994616	136	97	159	100	103	112	48	33	102	86	6	55	105.441314565154	82.6964833935423	78.0722026696949	94.652672665451	64.3564040913818	66.5001116499238	43.4446964413198	34.1905902950643	99.4954125226012	78.0717727963611	51.6023547682515	69.1172840277762	56.08	DOWN_t_UP_n
HEXA	1465.449031931	-0.294275305409942	0.277070008315039	-1.06209729158177	0.288191519538621	0.439225523994616	1874	1720	2431	1150	2417	2022	1698	2668	1675	1700	105	1028	1452.91929040513	1466.37063337003	1193.66996660395	1088.50573565269	1510.18862804728	1200.56451567987	1536.85613661169	2764.25742143126	1633.87074485644	1543.27922969551	903.041208444401	1291.86487237371	56.08	UP_t_DOWN_n
SNHG18	109.457960914792	-0.639843330536798	0.602429201576519	-1.06210543722377	0.288187822019624	0.439225523994616	141	84	117	128	104	153	56	6	164	259	10	207	109.31783348299	71.6134495366758	57.4493566814736	121.155421011777	64.9812235485796	90.843902521771	50.6854791815397	6.21647096273896	159.97301621281	235.123129700669	86.0039246137524	260.132323522721	56.08	UP_t_DOWN_n
SNRNP48	268.721009761328	-0.375166804938932	0.353466554969403	-1.06139265416896	0.288511493882987	0.439610674618646	245	257	389	384	291	410	205	248	365	169	68	238	189.94942697399	219.103053939591	191.006835462335	363.466263035332	181.822462044583	243.437908718471	185.545057718137	256.947466459877	356.037505595583	153.420111657966	584.826687373517	299.089338156559	56.04	UP_t_DOWN_n
ANP32B	1675.01265489175	-0.370112559176909	0.348848537167653	-1.06095488369222	0.288710405086521	0.439865004845884	1971	2051	2988	1468	2364	1969	1301	1284	3245	2846	83	1870	1528.12375741116	1748.56172618717	1467.16818601917	1389.50123472882	1477.07319681579	1169.09571284554	1177.53229312827	1330.32478602614	3165.31974152785	2583.6309927726	713.832574294145	2349.98765694439	56.01	UP_t_DOWN_n
