Gene	t_7	t_8	t_9	t_10	t_11	t_12	n_1	n_2	n_3	n_4	n_5	n_6
STYXL1	266	269	692	374	76	736	320	200	637	155	311	646
SUB1	2284	1881	3828	2937	197	8025	1846	2036	3246	1203	2400	1717
SUCLA2	347	419	785	239	20	700	499	421	868	452	479	696
SUCLG1	927	881	1659	817	68	3329	745	785	1301	636	970	1054
SUCLG2	713	1262	808	614	43	1589	932	952	1443	736	1053	1409
SUCNR1	98	46	22	63	2	92	40	32	68	22	30	40
SUCO	1104	1494	1180	1127	129	1584	1036	893	1291	642	870	969
SUDS3	959	780	714	500	148	768	863	780	1238	717	1069	1601
SUFU	201	110	109	285	20	40	278	176	264	248	237	312
SUGCT	7	4	87	52	4	214	12	10	24	20	20	23
SUGP1	352	541	338	469	44	181	386	343	649	370	426	443
SUGP2	1220	1388	796	1126	105	554	1440	1378	2279	1350	2872	2614
SUGT1	505	777	1362	478	58	740	760	630	1236	877	854	1061
SUGT1P4-STRA6LP	12	49	17	12	0	7	20	12	24	24	22	20
SULF1	727	1073	1799	5120	34	3626	120	332	547	224	311	682
SULF2	337	694	1983	1443	12	666	734	836	758	687	286	553
SULT1A1	359	474	248	151	184	41	883	549	1977	620	1317	621
SULT1A2	115	172	50	70	50	6	182	156	322	120	312	109
SULT1B1	16	8	8	16	0	16	37	90	105	279	29	220
SULT1C2	252	513	77	751	144	203	72	47	276	59	153	39
SULT1C4	167	180	96	31	14	52	405	492	1302	620	780	539
SULT2B1	122	34	49	88	2	48	221	134	200	182	177	322
SUMF1	500	796	370	511	30	467	801	483	937	549	699	751
SUMF2	807	648	1191	490	18	581	1186	961	1981	843	1187	1564
SUMO1	1515	1712	3133	1758	48	4873	1418	1265	2155	1032	1642	1639
SUMO2	1410	2596	3900	2694	115	4416	1527	1553	2478	1294	2165	1888
SUMO3	1091	1029	3347	1500	198	2276	1583	1425	2551	1185	1867	1827
SUN1	1379	2302	3490	1726	587	2757	2732	2685	4484	3254	4333	4122
SUN2	1496	817	397	1500	28	269	2505	2880	4526	1975	2886	2994
SUOX	401	576	229	326	119	137	417	172	475	321	458	630
SUPT16H	1460	957	2785	2187	149	741	1640	1656	2564	1307	1501	1856
SUPT20H	460	747	824	572	61	285	570	590	963	640	675	1030
SUPT3H	86	220	419	90	28	146	160	152	243	144	152	192
SUPT4H1	553	665	1662	665	63	1311	599	531	1009	544	775	679
SUPT5H	2517	2584	1371	3254	165	690	1754	2187	3127	1498	2747	2293
SUPT6H	2138	2945	946	1810	91	228	2095	2293	3414	1592	2794	2403
SUPT7L	651	1107	1256	794	220	672	797	700	1247	791	1352	1147
SUPV3L1	298	569	395	377	87	331	350	379	554	238	450	402
SUSD1	260	93	184	275	10	180	158	205	524	200	347	377
SUSD2	1705	47	64	521	519	82	9402	7587	9542	5717	6341	4760
SUSD3	26	70	40	147	8	30	90	75	85	30	35	52
SUSD4	60	15	210	239	48	144	186	92	114	34	190	237
SUSD5	46	2	14	7	8	37	78	56	213	156	108	214
SUSD6	1563	1125	940	1893	100	671	2281	2974	3504	1340	2622	2678
SUV39H1	122	134	175	226	8	16	142	88	151	96	109	114
SUV39H2	156	91	366	123	12	170	69	79	129	58	81	105
SUZ12	766	847	998	784	81	786	686	690	1030	518	767	1019
SUZ12P1	105	429	267	196	30	138	136	137	221	125	210	197
SV2A	43	22	358	40	0	54	86	52	93	121	183	94
SV2B	8	28	2	2	0	164	40	26	76	12	40	28
SVBP	172	174	281	270	3	487	171	101	164	119	224	223
SVEP1	671	71	78	93	4	62	1815	937	1048	318	1265	1027
SVIL	773	233	517	584	170	754	1194	1336	1925	1488	1782	2450
SVIL-AS1	197	103	193	175	34	211	246	359	836	325	567	473
SVIP	388	252	904	488	82	1648	578	540	1185	461	530	633
SWAP70	1451	449	541	646	71	753	1797	2472	4750	1416	2495	2174
SWI5	133	118	364	227	20	471	160	149	275	146	168	181
SWSAP1	48	54	89	24	8	58	47	24	40	39	55	55
SWT1	97	152	182	116	26	347	164	122	202	142	130	232
SYAP1	1549	1439	1563	997	116	1134	909	1244	1814	724	1224	1369
SYBU	464	296	62	380	30	405	903	394	510	239	444	1545
SYCE1L	19	49	20	56	9	7	22	12	22	23	40	23
SYCE2	16	9	32	8	2	32	10	13	21	11	8	29
SYCP2	148	1467	421	97	26	1033	141	88	171	113	182	319
SYCP2L	76	8	44	60	2	5	30	45	105	66	123	50
SYCP3	15	70	15	13	2	14	26	25	30	27	29	24
SYDE1	167	64	71	161	0	46	631	564	1093	692	1048	499
SYDE2	113	49	147	120	44	111	263	137	297	384	174	440
SYF2	602	835	1009	1002	112	1074	997	784	732	800	993	1130
SYK	758	476	493	993	34	279	599	376	917	343	600	962
SYMPK	1098	1790	740	1712	105	121	1161	1012	1599	937	1225	1238
SYN1	25	37	8	25	0	1	12	25	42	24	32	10
SYN3	28	31	7	7	0	17	51	68	67	95	57	71
SYNC	65	2	9	2	0	2	65	76	151	139	64	152
SYNCRIP	3386	1741	4852	3031	447	1611	2922	3361	4848	1957	3072	3144
SYNDIG1	4	8	18	107	2	74	6	8	12	15	10	17
SYNDIG1L	72	2	2	16	18	10	101	354	343	33	306	98
SYNE1	2049	408	173	534	348	496	3256	4104	8341	3415	6626	7129
SYNE2	2698	1418	866	2980	206	968	3276	2287	5086	3836	2860	5571
SYNE3	230	135	44	98	10	56	646	440	1160	676	857	743
SYNE4	141	83	233	140	32	134	104	67	140	66	177	194
SYNGR1	76	45	152	57	0	35	239	118	321	202	159	198
SYNGR2	4034	3255	3900	2444	115	1284	2902	3035	5041	1814	4552	3101
SYNGR3	22	47	8	58	6	22	2	2	32	0	16	6
SYNJ1	295	146	232	312	54	106	340	350	548	402	390	475
SYNJ2	232	495	416	530	100	608	110	311	326	110	319	224
SYNJ2BP	591	331	917	515	80	1321	972	823	1729	1092	1082	1312
SYNM	352	63	42	157	55	92	1029	1517	2729	1548	2116	2213
SYNPO	1443	508	268	489	32	170	4618	5015	9183	4405	5363	4276
SYNPO2	321	114	45	114	26	174	567	551	1828	1805	846	2639
SYP	306	23	12	16	2	94	124	96	204	83	176	148
SYPL1	1434	773	2158	1362	64	3632	2647	2510	3866	2039	2238	2886
SYPL2	12	44	0	21	0	6	16	14	50	38	64	33
SYS1	555	514	677	352	38	532	645	637	1166	488	778	781
SYT1	53	59	72	13	6	280	175	37	64	113	84	83
SYT11	303	72	134	145	4	146	557	534	1141	653	1104	678
SYT12	2	81	123	54	24	4	2	6	10	2	9	14
SYT17	174	167	197	202	50	88	239	137	333	181	392	303
SYT2	27	8	2	38	9	9	8	13	11	7	22	15
SYT7	1158	1334	129	127	33	221	173	135	65	203	97	108
SYTL1	516	754	326	701	79	88	497	196	737	183	740	903
SYTL2	396	165	894	534	39	674	353	305	737	562	857	1276
SYTL3	357	242	269	369	28	527	263	509	834	58	840	803
SYTL4	34	31	48	76	7	8	97	147	215	126	98	174
SYTL5	62	59	84	75	14	342	72	52	16	9	30	96
SYVN1	1265	1185	547	1251	151	214	1017	892	1668	759	1074	1016
SZRD1	452	235	442	382	12	219	475	493	813	371	428	520
SZT2	617	1091	162	648	149	88	780	537	964	809	1160	1187
TAB1	344	437	330	246	12	92	498	250	626	451	457	636
TAB2	934	727	1478	1718	60	1763	1718	1577	2693	1408	1572	1919
TAB3	737	464	376	570	162	394	646	558	977	628	823	978
TACC1	4911	1077	625	834	110	765	10255	12236	19228	9860	13473	10834
TACC2	2269	4921	267	191	140	288	2336	3000	4966	1225	2212	3503
TACC3	501	406	513	1174	36	134	108	91	236	108	222	141
TACO1	157	281	557	357	6	293	202	152	285	129	200	259
TACR1	30	8	4	0	0	97	58	14	18	52	18	56
TACSTD2	2509	4357	3625	7545	686	1264	5775	4988	4268	2359	4003	3741
TADA1	163	284	442	313	54	467	233	203	308	196	315	272
TADA2B	574	399	226	560	21	185	730	623	1046	427	725	826
TADA3	613	675	988	888	52	362	932	707	1512	727	989	1137
TAF1	759	386	603	632	98	169	762	726	1225	870	980	1250
TAF10	838	1331	739	816	109	484	819	714	1112	481	1266	846
TAF11	605	657	1168	589	120	873	602	473	1003	544	892	660
TAF12	159	349	651	506	56	565	218	250	507	232	222	350
TAF13	174	32	199	82	0	383	200	232	328	153	239	195
TAF1A	74	56	216	68	27	96	67	87	107	90	58	122
TAF1B	196	134	406	169	45	251	177	261	307	161	273	276
TAF1C	706	1501	338	766	91	126	1389	707	1841	1528	1674	1434
TAF1D	945	1160	1168	1139	379	1272	601	874	1078	397	1342	872
TAF2	726	553	615	449	58	633	449	486	829	398	480	603
TAF3	206	125	150	160	28	97	308	327	461	299	275	363
TAF4	55	20	23	68	0	2	27	45	62	53	33	54
TAF4B	123	51	72	76	10	51	71	105	121	45	105	102
TAF5	104	103	131	69	19	52	81	92	201	94	101	145
TAF5L	830	542	474	659	37	378	616	635	1004	412	773	747
TAF6	285	322	221	427	24	76	290	277	444	274	313	405
TAF6L	194	295	176	324	26	54	243	149	260	175	272	264
TAF7	1760	1289	1646	1669	118	3129	2174	2064	3187	1331	2057	2082
TAF8	380	436	460	353	26	146	431	367	717	527	474	666
TAF9B	348	100	830	279	10	932	510	496	942	453	666	651
TAFA5	113	241	47	62	0	61	40	135	255	18	87	158
TAGAP	215	258	135	185	3	147	226	162	349	70	225	143
TAGLN	1409	630	1237	1365	124	2229	2357	3036	9954	5632	5867	7800
TAGLN2	11574	5728	11315	12092	562	8752	12660	16619	21878	6858	15350	13767
TAL1	244	31	8	14	28	26	1043	752	2104	1256	1730	1285
TALDO1	2252	5750	2534	2473	468	942	1493	1552	2663	992	2157	1895
TAMM41	30	91	50	36	23	51	48	49	106	58	61	48
TANC1	1089	743	759	811	297	1165	1705	1825	2848	2027	3388	2110
TANC2	764	1164	407	2339	66	147	723	1397	1185	376	1365	1456
TANGO2	412	369	172	279	33	70	523	400	731	407	696	489
TANGO6	150	46	177	64	4	103	201	240	385	178	249	304
TANK	562	1260	608	813	117	1116	552	867	1122	499	743	864
TAOK1	1486	1029	989	1117	68	1036	1445	1518	2614	1566	1840	2202
TAOK2	1268	809	305	944	87	121	2153	1518	3371	2548	2347	2154
TAOK3	635	586	282	498	54	572	905	826	1169	659	885	1127
TAPBPL	389	611	289	527	14	285	378	545	692	462	669	617
TAPT1	835	238	286	421	282	658	1035	1002	1626	712	1281	1265
TAPT1-AS1	26	43	6	34	24	17	32	18	40	52	33	39
TARBP1	901	1534	1364	1319	543	348	870	657	984	952	1573	1712
TARBP2	382	543	461	348	68	233	287	163	356	264	314	354
TARDBP	2133	1884	2255	2440	701	1315	2329	2997	4931	2202	3684	3182
TARID	31	10	2	4	4	8	80	37	109	76	106	83
TARP	93	48	30	41	2	97	151	380	158	45	192	119
TARS1	1557	561	2073	1138	106	1470	699	1126	1340	587	844	912
TARS2	299	414	416	465	62	134	293	192	373	189	313	392
TARS3	170	194	46	175	32	139	338	233	456	210	294	327
TAS1R3	43	62	16	54	20	8	16	37	34	16	35	14
TASOR	931	833	748	792	158	1121	1266	1081	1767	1226	1243	1839
TASOR2	1243	892	1236	534	178	843	887	1184	1519	874	1075	1489
TASP1	176	191	506	252	10	202	210	316	363	144	307	367
TATDN1	257	194	872	171	25	1342	243	248	356	141	213	266
TATDN2	481	440	284	610	58	179	644	710	1346	596	715	854
TATDN3	168	352	221	206	27	650	160	155	261	105	282	292
TAX1BP1	2372	2062	5323	2357	280	4024	2346	2332	4196	1686	3009	4673
TAZ	439	1011	462	820	116	323	560	556	993	597	1065	690
TBC1D1	613	512	608	1116	20	192	1028	1140	2925	1133	1336	1226
TBC1D10A	455	153	216	271	10	174	617	683	1066	521	838	591
TBC1D10B	547	618	514	1175	94	128	683	621	1155	605	1027	703
TBC1D10C	247	454	81	395	18	48	219	239	494	149	371	259
TBC1D12	245	193	157	163	53	164	241	270	478	340	444	461
TBC1D13	361	371	143	444	68	90	602	291	781	663	558	435
TBC1D14	363	244	84	154	15	58	342	311	570	301	269	602
TBC1D15	906	660	682	698	117	1263	1006	1148	2090	927	1267	1347
TBC1D16	651	672	377	862	12	144	691	493	973	546	826	651
TBC1D17	552	622	525	1125	99	80	904	567	1103	773	990	850
TBC1D19	170	194	120	158	39	278	212	139	338	220	222	560
TBC1D2	908	529	81	483	4	211	1347	940	2031	1050	1950	1102
TBC1D20	831	786	594	961	118	268	1174	981	1979	1334	1382	1465
TBC1D22A	543	518	327	382	30	227	747	509	1013	473	767	720
TBC1D22B	246	421	275	377	51	130	318	308	500	238	456	458
TBC1D23	634	461	871	761	118	996	643	781	1133	645	924	865
TBC1D24	503	321	431	224	89	253	400	434	755	377	519	531
TBC1D25	328	162	143	230	34	70	399	337	549	289	528	357
TBC1D27P	35	28	0	21	0	10	26	7	70	2	32	16
TBC1D2B	826	915	205	796	15	106	1106	906	1921	1282	1492	1605
TBC1D30	261	207	102	254	66	166	147	185	306	105	125	336
TBC1D31	70	151	163	126	15	146	68	43	59	40	58	129
TBC1D32	62	74	79	50	4	54	56	75	111	82	150	252
TBC1D4	419	405	790	402	80	697	746	958	1449	1047	750	1260
TBC1D5	640	498	303	497	22	287	1254	1091	1853	1023	989	1379
TBC1D8	1041	1756	468	980	108	579	913	805	1600	467	1505	1868
TBC1D8-AS1	6	22	6	15	2	18	20	5	21	17	11	55
TBC1D8B	177	50	83	136	21	290	152	116	231	194	141	299
TBC1D9	865	370	134	540	42	482	1389	1095	2690	1034	1482	1415
TBCA	647	1033	1371	973	51	3489	861	930	1432	601	1032	1301
TBCB	1009	651	1347	1458	104	1337	935	730	1243	634	1110	960
TBCC	270	487	485	348	62	167	274	203	345	238	304	351
TBCCD1	152	153	259	128	14	112	198	154	313	155	184	242
TBCD	598	494	460	510	27	153	555	491	810	653	550	754
TBCD_1	77	169	39	114	4	9	71	61	41	50	76	47
TBCEL	525	265	290	312	74	355	822	687	1257	639	936	1306
TBCK	169	309	280	259	51	295	334	273	386	459	341	549
TBK1	738	554	574	665	46	638	620	766	1087	577	802	790
TBKBP1	146	97	80	380	36	42	315	217	544	507	351	284
TBL1X	271	468	273	282	60	168	355	258	539	368	458	584
TBL1XR1	1834	1176	2235	2415	363	1993	1707	1372	2214	1605	2005	2373
TBL2	441	486	462	384	57	736	579	555	833	357	664	591
TBL3	558	562	550	331	56	136	477	530	665	339	642	516
TBP	194	204	525	223	37	212	291	263	365	248	265	340
TBPL1	161	174	731	183	16	613	334	306	371	184	467	370
TBRG1	674	799	447	491	158	476	795	801	1289	736	1497	1261
TBRG4	544	1026	1377	766	82	313	419	498	809	420	810	649
TBX1	29	46	14	37	4	10	108	61	102	24	140	284
TBX15	278	66	51	10	4	221	8	111	28	4	8	15
TBX19	61	76	59	219	36	36	82	32	80	58	88	68
TBX2	429	88	122	238	129	60	2509	1749	3375	3574	5169	2520
TBX2-AS1	27	3	9	12	11	10	178	93	244	173	301	223
TBX21	70	54	4	112	2	8	103	91	135	26	50	26
TBX3	178	110	42	116	35	238	1546	999	2778	1791	1997	1594
TBX4	248	40	24	20	22	8	902	560	809	1092	1068	877
TBX5	209	46	50	130	44	55	1130	822	913	892	1479	1002
TBX5-AS1	123	4	32	62	0	30	565	316	521	578	517	469
TBX6	22	28	32	48	2	8	28	14	32	34	30	40
TBXA2R	39	15	6	29	1	10	142	139	326	156	102	78
TBXAS1	419	290	106	462	28	182	347	472	972	142	436	614
TCAIM	269	698	417	284	81	703	387	297	647	398	370	425
TCAP	130	6	6	93	7	0	74	71	154	133	96	68
TCEA1	1144	710	1650	687	105	946	688	677	1237	659	794	983
TCEA2	216	233	829	1000	30	151	600	447	602	531	544	438
TCEAL1	232	115	335	165	26	739	353	319	555	343	414	463
TCEAL2	6	0	4	16	2	36	46	145	280	58	151	112
TCEAL3	242	85	349	287	7	178	395	498	924	321	739	519
TCEAL4	822	690	1589	870	135	1024	1422	1398	2675	1392	2142	1919
TCEAL7	38	11	28	20	6	108	68	56	90	68	125	93
TCEAL8	667	446	1793	554	72	1900	763	576	997	552	805	776
TCEAL9	797	554	1816	877	113	1484	1153	1188	1939	735	1466	878
TCEANC	34	46	45	50	4	72	78	32	82	82	46	82
TCEANC2	107	174	183	218	10	137	128	139	221	219	144	403
TCERG1	1182	2875	995	804	258	673	883	1118	1606	739	1707	1686
TCF12	929	573	836	604	65	2052	1356	1169	2007	1248	1253	1638
TCF21	419	23	32	49	10	59	2222	1073	1634	972	2448	1209
TCF25	1400	1759	454	1256	110	454	1775	1697	2694	1233	2434	1908
TCF3	869	637	595	1709	85	301	754	521	1153	694	931	677
TCF4	1021	370	318	615	37	567	2469	2684	4183	3723	4214	2072
TCF7	144	468	123	135	6	48	192	155	395	149	299	146
TCF7L1	612	310	234	250	26	35	467	796	633	498	736	472
TCF7L2	418	601	351	324	158	470	500	434	573	491	876	811
TCFL5	89	135	346	286	48	220	171	134	291	193	152	208
TCHH	4	4	24	69	0	14	8	6	26	4	22	8
TCHP	324	170	182	194	28	56	265	255	476	308	278	454
TCIM	6030	213	1949	1185	342	6535	5457	10248	11839	1937	7679	3585
TCIRG1	2163	4809	975	4960	383	362	1926	2027	3739	1988	4407	2618
TCN2	1243	351	351	850	8	98	705	640	1886	974	824	821
TCOF1	479	726	762	690	88	105	488	605	903	497	632	710
TCP1	1871	1098	5431	1563	126	2576	1614	1946	2955	1258	2018	1978
TCP11L1	183	69	86	112	8	92	133	188	367	309	299	319
TCP11L2	324	161	44	72	42	129	372	404	732	406	480	684
TCTA	414	511	348	392	27	266	742	618	999	487	781	1006
TCTEX1D1	94	4	4	6	6	80	180	138	150	17	124	577
TCTEX1D2	35	21	134	92	21	66	56	34	87	35	75	180
TCTEX1D4	66	7	14	11	0	39	82	30	72	21	134	325
TCTN1	211	138	402	210	14	483	425	278	568	214	451	1380
TCTN2	238	125	269	176	5	97	505	213	486	208	374	1001
TCTN3	610	708	627	332	64	673	765	668	1232	470	742	918
TDG	587	505	673	276	76	883	302	337	556	272	433	353
TDP1	184	155	573	261	0	152	136	118	206	112	160	258
TDP2	580	3836	1336	586	384	1184	518	538	1167	573	753	840
TDRD10	120	26	12	21	162	30	289	178	518	433	395	225
TDRD3	213	375	416	191	49	196	380	307	740	304	437	450
TDRD5	36	90	2	16	14	108	10	2	0	0	6	6
TDRD7	269	334	161	486	11	458	448	438	938	425	571	719
TDRD9	20	8	0	422	0	185	87	60	49	52	41	99
TDRKH	259	196	348	323	44	106	191	125	240	124	196	176
TDRKH-AS1	13	37	32	9	26	29	10	0	2	13	16	11
TDRP	378	415	190	268	155	290	897	626	947	680	770	986
TEAD1	1338	359	440	579	58	346	2046	2788	4006	1900	3041	2980
TEAD2	735	1046	1572	1628	178	457	864	698	1514	832	1356	682
TEAD3	703	1003	594	716	92	132	690	872	1471	572	1233	742
TEAD4	147	155	282	88	3	87	206	676	877	225	375	225
TEC	93	73	45	97	30	41	93	118	179	63	237	216
TECPR1	739	747	191	757	75	58	1006	728	1601	1206	1467	935
TECPR2	311	94	137	313	24	48	407	426	611	437	381	626
TECR	446	655	939	559	61	431	761	663	1045	463	805	973
TECTA	32	13	6	4	2	6	43	31	66	18	64	41
TEDC1	166	107	164	286	15	7	199	195	529	82	782	313
TEDC2	40	77	481	101	20	37	4	4	8	9	5	13
TEF	155	123	60	198	10	94	706	378	1053	1603	143	1520
TEFM	91	224	299	176	7	362	95	96	168	104	88	151
TEK	375	46	37	50	10	155	1903	2544	4310	3362	1311	2144
TEKT1	103	0	2	12	0	101	368	124	407	58	208	2154
TEKT2	75	4	48	13	0	53	294	103	279	38	286	1225
TEKT4P2	28	29	39	5	10	40	45	2	73	19	40	21
TELO2	663	907	750	671	191	117	674	518	973	507	1055	792
TENM1	60	11	2	2	0	20	38	83	123	30	147	106
TENM3	28	14	31	98	0	120	40	22	95	2	145	52
TENM4	109	38	287	181	0	100	34	30	84	22	76	110
TENT2	696	948	549	610	113	1025	805	709	1292	705	1300	1214
TENT4A	1020	595	351	758	124	196	847	844	1384	668	1481	903
TENT4B	428	159	282	207	43	270	476	439	809	326	638	569
TENT5A	1670	685	227	501	342	243	975	811	1102	597	640	730
TENT5B	296	8	48	52	6	16	944	712	1243	469	732	611
TENT5C	1338	860	499	561	126	823	1163	609	2679	277	1080	1338
TEP1	666	1087	525	989	263	378	646	636	1256	739	1111	1035
TEPP	34	10	6	12	0	2	36	34	56	42	67	45
TEPSIN	279	535	199	417	68	61	230	202	450	359	449	431
TERF1	368	182	751	250	24	630	388	407	639	315	316	508
TERF2	295	176	293	222	37	151	372	373	647	303	395	455
TERF2IP	1022	656	748	909	392	1024	1558	1592	2181	1073	1887	1618
TES	1744	1059	1446	1463	86	1174	2110	2651	4217	1132	2508	2297
TESC	1234	796	367	55	2	47	155	154	296	220	202	87
TESK1	523	350	269	901	64	62	639	626	1139	502	993	573
TESK2	76	33	42	53	14	45	119	47	129	106	93	147
TESMIN	42	191	132	82	2	21	18	4	14	6	4	48
TESPA1	71	99	26	51	6	34	94	70	174	31	87	29
TET1	36	36	141	51	10	14	44	14	28	120	40	77
TET2	455	570	409	416	59	372	510	557	735	586	687	938
TET3	680	576	421	627	76	143	495	524	860	539	838	668
TEX10	189	253	406	189	13	322	224	322	423	199	289	251
TEX14	16	23	19	6	3	66	13	13	21	13	37	19
TEX2	739	579	569	641	22	282	890	1117	1781	682	1063	1429
TEX261	757	177	599	407	5	218	705	625	1305	687	723	951
TEX264	339	980	402	555	28	356	579	396	798	385	635	698
TEX30	102	81	760	177	29	417	70	57	146	64	81	72
TEX9	54	19	141	128	5	411	102	61	127	28	89	554
TF	24	4561	738	291	2	258	62	42	37	54	103	110
TFAM	596	430	1641	407	44	1112	490	693	953	390	437	566
TFAP2A	9	615	913	410	0	202	18	8	10	6	37	86
TFAP2A-AS2	4	187	101	36	0	42	2	0	4	4	4	23
TFAP2C	207	105	470	573	44	274	238	134	145	47	230	202
TFAP2E	71	146	22	38	47	14	54	42	111	83	92	93
TFAP4	88	146	312	118	24	128	65	74	89	111	36	92
TFB1M	109	174	453	135	18	239	122	94	242	123	228	195
TFB2M	311	166	523	227	20	621	147	144	230	101	163	213
TFCP2	653	437	681	691	90	488	585	507	820	513	588	925
TFCP2L1	3677	345	26	826	26	1097	1378	1369	1408	348	1175	2161
TFDP1	779	465	2938	1064	43	638	831	674	1463	820	890	1175
TFDP2	832	294	705	567	43	800	719	405	721	718	633	959
TFE3	1029	753	410	1084	143	161	1337	1581	2301	1052	1935	1281
TFEB	462	417	80	388	11	46	524	611	940	327	509	643
TFEC	382	384	106	615	4	179	154	121	393	144	398	538
TFF3	4005	9387	792	63	4	4665	254	69	110	22	117	2141
TFG	1954	2055	2183	1851	218	1071	1166	1448	2257	813	1746	1500
TFIP11	391	196	89	260	10	48	374	360	586	297	407	472
TFPI	1497	7971	581	1010	58	2073	2779	5879	10481	3410	4624	3506
TFPI2	484	70	130	82	0	645	444	244	160	117	384	105
TFR2	16	49	10	80	3	20	0	8	6	4	4	3
TFRC	2928	1407	3378	2261	137	3040	3790	2864	5091	1082	4101	3250
TGDS	138	240	626	133	46	512	125	198	253	158	204	373
TGFA	233	10	296	268	30	141	218	386	503	92	440	385
TGFB1	707	573	528	1039	8	186	967	921	2366	773	1585	758
TGFB1I1	255	104	145	259	30	90	638	793	1430	904	1171	712
TGFB2	177	4	87	102	12	49	438	215	493	601	614	414
TGFB3	197	129	282	430	22	183	159	162	303	326	296	186
TGFBI	1410	3204	4588	1885	138	1556	1404	1063	1986	736	2113	2465
TGFBR1	940	655	963	832	72	1126	855	1080	1962	811	1850	1363
TGFBR2	3848	938	612	1075	67	1210	11429	10492	18864	10417	6480	11537
TGFBR3	463	99	83	66	10	410	2566	2950	5826	2263	2274	2556
TGFBRAP1	442	289	202	359	58	145	572	363	823	413	601	645
TGIF1	693	2105	986	1145	176	1619	967	1538	1201	378	1710	962
TGIF2	605	304	1216	346	16	223	505	317	471	332	587	274
TGM2	9060	4988	4850	6372	78	1414	9356	12395	19292	11166	8665	9266
TGOLN2	3808	2190	1531	3042	106	1243	4768	4286	8465	4540	4597	7270
TGS1	432	299	491	309	22	202	441	457	637	218	371	511
THADA	518	469	709	423	24	438	580	655	912	423	721	1013
THAP1	138	66	227	107	2	207	146	104	243	138	125	169
THAP10	17	14	106	24	4	56	54	22	62	55	48	135
THAP11	333	188	726	310	18	250	549	373	865	433	487	519
THAP12	780	426	880	767	49	988	877	833	1634	684	809	900
THAP2	40	34	68	121	4	175	52	94	110	99	62	80
THAP3	113	158	132	216	16	96	175	158	347	197	178	200
THAP4	441	522	550	515	17	367	584	454	864	328	601	690
THAP5	269	257	517	332	31	731	492	459	809	424	415	584
THAP6	200	260	283	182	68	415	287	205	464	247	344	546
THAP7	144	260	277	264	18	80	224	195	439	130	333	283
THAP7-AS1	12	21	18	30	8	38	26	16	59	10	28	62
THAP8	46	103	90	147	14	80	36	16	61	54	29	65
THAP9	80	134	114	64	6	215	106	48	97	95	82	140
THAP9-AS1	340	628	535	464	147	901	567	553	800	426	927	822
THBD	1159	90	321	326	46	366	4466	5229	7921	2473	3221	3150
THBS1	9876	2193	1287	1363	84	2840	5641	12206	13882	1879	13407	7550
THBS2	640	981	2122	3868	91	4117	130	277	428	184	577	272
THBS3	335	811	387	276	139	195	627	330	966	387	1182	854
THBS4	44	8	7	21	13	464	41	42	14	26	27	52
THEM4	261	424	228	201	56	172	301	163	555	259	328	253
THEM6	219	246	628	360	14	116	289	179	449	502	318	435
THEMIS2	1610	855	239	1239	22	239	1118	852	1518	323	1997	1403
THG1L	89	140	231	117	6	219	181	150	240	137	216	178
THNSL1	58	56	192	66	16	151	70	81	118	68	60	159
THNSL2	417	238	8	149	106	158	577	123	247	106	188	852
THOC1	241	564	451	505	138	463	440	364	601	432	642	507
THOC2	1299	1763	1243	1118	553	496	1228	1373	1960	1275	1655	1906
THOC3	26	32	83	76	7	18	31	28	56	46	29	50
THOC5	360	312	773	277	35	150	354	265	536	396	474	466
THOC6	432	456	632	297	117	165	363	387	628	196	733	271
THOC7	424	863	1586	531	88	2207	636	505	941	459	669	643
THOP1	357	263	295	467	36	103	348	284	562	230	481	442
THRA	548	95	185	351	29	49	1323	784	1839	1204	1306	1269
THRAP3	2030	1435	1098	2278	177	532	2387	2316	3755	1773	2707	3317
THRB	148	366	54	24	2	78	352	342	559	321	275	513
THSD1	54	18	19	30	4	20	330	200	482	1080	179	259
THSD4	301	18	32	44	0	134	936	930	1392	641	1045	1610
THSD7A	57	42	128	16	8	72	364	131	335	293	122	225
THSD7B	13	0	12	4	0	87	26	28	24	20	14	18
THTPA	167	105	146	155	6	140	180	166	322	177	217	246
THUMPD1	637	648	705	984	108	1148	1209	942	1330	1032	957	1408
THUMPD2	137	238	315	222	61	255	217	167	252	135	293	211
